223,222000,27169,26931,29130,0
224,223000,30835,20584,29150,0
225,224000,35010,15629,28851,0
226,225000,39285,12547,28262,0
227,226000,43241,11648,27439,0
228,227000,46488,13028,26463,0
229,228000,48704,16549,25431,0
230,229000,49670,21870,24443,0
231,230000,49292,28465,23597,0
232,231000,47607,35687,22977,0
233,232000,44780,42817,22643,0
234,233000,41093,49161,22628,0
235,234000,36909,54091,22933,0
236,235000,32640,57133,23527,0
237,236000,28703,57995,24350,0
238,237000,25479,56591,25324,0
239,238000,23283,53072,26351,0
240,239000,22326,47775,27333,0
241,240000,22699,41220,28174,0
242,241000,24367,34036,28794,0
243,242000,27171,26929,29130,0
244,243000,30837,20583,29150,0
245,244000,35012,15629,28851,0
246,245000,39286,12548,28261,0
247,246000,43242,11649,27439,0
248,247000,46488,13030,26463,0
249,248000,48704,16551,25430,0
250,249000,49670,21873,24443,0
251,250000,49291,28468,23597,0
252,251000,47604,35688,22977,0
253,252000,44778,42819,22644,0
254,253000,41091,49160,22629,0
255,254000,36908,54091,22934,0
256,255000,32639,57132,23527,0
257,256000,28702,57993,24351,0
258,257000,25479,56590,25324,0
259,258000,23283,53070,26351,0
260,259000,22327,47773,27333,0
261,260000,22700,41218,28174,0
262,261000,24368,34034,28794,0
263,262000,27172,26927,29130,0
264,263000,30838,20582,29150,0
265,264000,35013,15628,28850,0
266,265000,39287,12548,28261,0
267,266000,43242,11650,27438,0
268,267000,46488,13032,26462,0
269,268000,48704,16554,25430,0
270,269000,49669,21876,24443,0
271,270000,49290,28470,23597,0
272,271000,47604,35692,22977,0
273,272000,44777,42821,22644,0
274,273000,41090,49163,22629,0
275,274000,36907,54092,22934,0
276,275000,32638,57132,23528,0
277,276000,28702,57992,24351,0
278,277000,25479,56587,25325,0
279,278000,23283,53067,26352,0
280,279000,22327,47770,27334,0
281,280000,22701,41215,28175,0
282,281000,24370,34031,28794,0
283,282000,27174,26926,29129,0
284,283000,30840,20580,29150,0
285,284000,35015,15628,28850,0
286,285000,39289,12549,28261,0
287,286000,43243,11652,27438,0
288,287000,46489,13034,26462,0
289,288000,48704,16556,25430,0
290,289000,49668,21878,24442,0
291,290000,49289,28473,23597,0
292,291000,47603,35694,22977,0
293,292000,44775,42822,22644,0
294,293000,41089,49164,22629,0
295,294000,36905,54092,22934,0
296,295000,32637,57131,23528,0
297,296000,28701,57991,24351,0
298,297000,25478,56585,25325,0
299,298000,23284,53065,26352,0
300,299000,22328,47768,27334,0
301,300000,22702,41213,28175,0
302,301000,24371,34029,28794,0
303,302000,27175,26924,29129,0
304,303000,30841,20579,29149,0
305,304000,35016,15628,28850,0
306,305000,39290,12549,28260,0
307,306000,43244,11653,27438,0
308,307000,46489,13036,26462,0
309,308000,48704,16559,25429,0
310,309000,49668,21881,24442,0
311,310000,49288,28475,23597,0
312,311000,47601,35696,22977,0
313,312000,44774,42824,22644,0
314,313000,41087,49165,22629,0
315,314000,36904,54092,22934,0
316,315000,32636,57130,23528,0
317,316000,28700,57990,24352,0
318,317000,25478,56583,25325,0
319,318000,23284,53063,26352,0
320,319000,22329,47765,27334,0
321,320000,22703,41210,28175,0
322,321000,24372,34027,28794,0
323,322000,27177,26922,29129,0
324,323000,30843,20578,29149,0
325,324000,35018,15627,28849,0
326,325000,39291,12550,28260,0
327,326000,43245,11655,27437,0
328,327000,46490,13038,26461,0
329,328000,48704,16561,25429,0
330,329000,49667,21884,24442,0
331,330000,49287,28478,23597,0
332,331000,47600,35699,22977,0
333,332000,44772,42826,22644,0
334,333000,41086,49166,22629,0
335,334000,36902,54092,22935,0
336,335000,32634,57130,23529,0
337,336000,28699,57988,24352,0
338,337000,25478,56581,25326,0
339,338000,23284,53060,26353,0
340,339000,22329,47762,27334,0
341,340000,22704,41207,28175,0
342,341000,24374,34024,28794,0
343,342000,27178,26920,29129,0
344,343000,30844,20577,29149,0
345,344000,35019,15627,28849,0
346,345000,39292,12550,28260,0
347,346000,43246,11656,27437,0
348,347000,46490,13040,26461,0
349,348000,48703,16564,25429,0
350,349000,49667,21886,24442,0
351,350000,49286,28481,23597,0
352,351000,47597,35698,22978,0
353,352000,44770,42826,22645,0
354,353000,41083,49164,22630,0
355,354000,36900,54091,22935,0
356,355000,32633,57129,23529,0
357,356000,28698,57986,24353,0
358,357000,25478,56581,25326,0
359,358000,23285,53059,26353,0
360,359000,22330,47760,27334,0
361,360000,22706,41206,28175,0
362,361000,24375,34022,28794,0
363,362000,27179,26918,29129,0
364,363000,30846,20577,29149,0
365,364000,35020,15626,28849,0
366,365000,39293,12551,28259,0
367,366000,43246,11657,27437,0
368,367000,46490,13042,26461,0
369,368000,48703,16566,25429,0
370,369000,49666,21889,24441,0
371,370000,49285,28483,23597,0
372,371000,47597,35703,22977,0
373,372000,44769,42829,22644,0
374,373000,41083,49168,22630,0
375,374000,36900,54093,22935,0
376,375000,32632,57129,23529,0
377,376000,28698,57986,24353,0
378,377000,25477,56577,25326,0
379,378000,23284,53056,26353,0
380,379000,22330,47757,27335,0
381,380000,22706,41202,28175,0
382,381000,24376,34020,28794,0
383,382000,27181,26917,29129,0
384,383000,30847,20575,29149,0
385,384000,35022,15626,28849,0
386,385000,39294,12551,28259,0
387,386000,43247,11658,27436,0
388,387000,46491,13044,26460,0
389,388000,48703,16568,25428,0
390,389000,49665,21891,24441,0
391,390000,49284,28485,23596,0
392,391000,47596,35705,22977,0
393,392000,44768,42831,22644,0
394,393000,41081,49169,22630,0
395,394000,36898,54093,22935,0
396,395000,32631,57128,23530,0
397,396000,28697,57985,24353,0
398,397000,25477,56575,25327,0
399,398000,23284,53053,26354,0
400,399000,22331,47755,27335,0
401,400000,22707,41200,28175,0
402,401000,24378,34018,28794,0
403,402000,27183,26915,29129,0
404,403000,30849,20574,29148,0
405,404000,35023,15626,28848,0
406,405000,39296,12552,28258,0
407,406000,43248,11660,27436,0
408,407000,46491,13046,26460,0
409,408000,48703,16571,25428,0
410,409000,49665,21894,24441,0
411,410000,49283,28488,23596,0
412,411000,47594,35706,22977,0
413,412000,44766,42832,22644,0
414,413000,41079,49169,22631,0
415,414000,36897,54093,22936,0
416,415000,32630,57127,23530,0
417,416000,28696,57983,24354,0
418,417000,25477,56574,25327,0
419,418000,23284,53051,26354,0
420,419000,22332,47753,27335,0
421,420000,22708,41198,28175,0
422,421000,24379,34015,28794,0
423,422000,27184,26913,29129,0
424,423000,30851,20573,29148,0
425,424000,35025,15625,28848,0
426,425000,39297,12552,28258,0
427,426000,43249,11661,27435,0
428,427000,46491,13048,26460,0
429,428000,48703,16573,25428,0
430,429000,49664,21896,24441,0
431,430000,49282,28490,23596,0
432,431000,47593,35710,22977,0
433,432000,44765,42834,22644,0
434,433000,41078,49171,22630,0
435,434000,36896,54094,22936,0
436,435000,32629,57127,23530,0
437,436000,28696,57982,24354,0
438,437000,25476,56572,25327,0
439,438000,23285,53049,26354,0
440,439000,22332,47750,27335,0
441,440000,22709,41195,28176,0
442,441000,24380,34013,28794,0
443,442000,27186,26911,29129,0
444,443000,30852,20571,29148,0
445,444000,35026,15625,28848,0
446,445000,39298,12553,28258,0
447,446000,43250,11662,27435,0
448,447000,46492,13050,26459,0
449,448000,48703,16575,25427,0
450,449000,49664,21899,24441,0
451,450000,49281,28493,23596,0
452,451000,47591,35711,22977,0
453,452000,44763,42835,22645,0
454,453000,41076,49171,22631,0
455,454000,36894,54093,22937,0
456,455000,32628,57127,23531,0
457,456000,28695,57980,24354,0
458,457000,25476,56571,25328,0
459,458000,23285,53047,26354,0
460,459000,22333,47747,27336,0
461,460000,22711,41193,28175,0
462,461000,24381,34011,28794,0
463,462000,27187,26909,29128,0
464,463000,30854,20571,29148,0
465,464000,35027,15625,28847,0
466,465000,39299,12553,28257,0
467,466000,43250,11663,27435,0
468,467000,46492,13051,26459,0
469,468000,48703,16577,25427,0
470,469000,49663,21901,24440,0
471,470000,49280,28496,23596,0
472,471000,47590,35713,22977,0
473,472000,44762,42837,22645,0
474,473000,41074,49172,22631,0
475,474000,36893,54094,22937,0
476,475000,32627,57126,23531,0
477,476000,28694,57979,24355,0
478,477000,25476,56569,25328,0
479,478000,23285,53044,26355,0
480,479000,22333,47745,27336,0
481,480000,22711,41190,28176,0
482,481000,24383,34009,28794,0
483,482000,27188,26908,29128,0
484,483000,30855,20569,29148,0
485,484000,35029,15624,28847,0
486,485000,39300,12554,28257,0
487,486000,43251,11664,27434,0
488,487000,46492,13053,26458,0
489,488000,48703,16580,25427,0
490,489000,49663,21904,24440,0
491,490000,49279,28498,23596,0
492,491000,47590,35716,22977,0
493,492000,44761,42839,22645,0
494,493000,41074,49174,22631,0
495,494000,36892,54095,22937,0
496,495000,32626,57126,23531,0
497,496000,28693,57979,24355,0
498,497000,25475,56567,25328,0
499,498000,23285,53042,26355,0
500,499000,22334,47743,27336,0
